,ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling
114174,114175,Female,48,Returning,Business,Business,909,6,0.0,2,2,3,5,2,2,4,2,3,4,2,2,2,2
73799,73800,Male,65,Returning,Business,Economy Plus,204,0,0.0,4,4,1,3,4,1,3,3,3,3,3,3,3,4
125239,125240,Male,36,Returning,Personal,Economy,1149,0,0.0,5,4,4,4,5,4,3,5,3,3,5,4,3,4
36892,36893,Female,39,Returning,Business,Business,1368,0,0.0,2,2,4,3,2,4,3,4,4,1,4,4,4,4
109458,109459,Male,40,Returning,Business,Business,3159,6,0.0,2,2,4,4,2,5,4,5,5,5,5,2,5,5
110477,110478,Male,10,Returning,Personal,Economy,842,0,0.0,1,4,3,4,3,3,1,5,1,1,3,4,1,4
18936,18937,Male,22,Returning,Personal,Economy,503,67,65.0,1,2,3,2,2,3,1,5,4,4,2,3,4,3
17268,17269,Female,54,Returning,Personal,Economy,872,0,0.0,1,1,1,3,3,2,4,1,2,2,2,1,2,1
129856,129857,Male,21,First-time,Business,Business,337,46,43.0,4,4,5,4,1,5,5,2,5,5,4,4,5,4
128298,128299,Female,40,Returning,Business,Business,3301,89,78.0,0,0,5,4,2,5,5,5,4,5,5,0,5,5
16829,16830,Male,68,Returning,Personal,Economy,645,3,15.0,4,3,2,3,1,3,4,2,4,4,5,3,4,5
62748,62749,Female,23,First-time,Business,Business,1275,4,0.0,0,4,4,4,4,2,4,3,4,4,5,4,3,4
65793,65794,Female,27,First-time,Business,Business,1389,0,0.0,3,3,3,3,3,5,4,3,4,4,4,3,4,5
73015,73016,Male,11,Returning,Personal,Economy,1096,10,13.0,3,0,4,0,4,3,3,2,3,3,4,1,3,3
104666,104667,Male,19,First-time,Business,Economy,641,49,56.0,4,4,1,4,4,1,3,1,3,3,4,4,3,4
32959,32960,Female,8,Returning,Personal,Economy,101,0,0.0,4,2,3,2,2,3,1,1,1,1,2,2,1,2
29348,29349,Female,18,Returning,Personal,Economy,2588,0,0.0,4,3,2,3,2,3,3,5,3,3,4,3,3,4
34025,34026,Male,18,Returning,Personal,Economy,1576,0,2.0,5,3,4,3,1,3,4,5,5,5,4,3,5,4
104812,104813,Male,69,Returning,Personal,Economy,587,48,41.0,5,1,5,1,2,3,3,2,3,3,5,1,3,5
115166,115167,Male,53,Returning,Business,Business,1663,32,24.0,5,5,4,5,5,5,4,5,5,5,5,5,5,5
27172,27173,Male,7,Returning,Personal,Economy,2677,0,0.0,2,3,1,1,3,3,1,3,1,3,1,2,1,3
6901,6902,Male,25,First-time,Business,Economy,265,5,0.0,4,3,4,3,3,2,1,4,4,4,4,3,4,4
110024,110025,Female,38,Returning,Personal,Economy,1142,0,0.0,4,3,5,3,5,5,5,3,5,5,4,3,5,3
60250,60251,Female,69,Returning,Personal,Economy,1546,1,26.0,5,1,4,3,2,1,4,1,3,4,1,1,1,1
54773,54774,Male,34,Returning,Business,Economy Plus,861,89,73.0,2,2,3,5,2,2,5,5,5,5,5,5,5,3
2769,2770,Male,40,Returning,Personal,Business,765,64,64.0,4,2,4,5,3,5,4,2,4,5,5,2,5,5
45576,45577,Female,43,Returning,Business,Business,2226,5,6.0,1,1,1,3,1,2,3,2,3,3,2,2,2,2
47600,47601,Female,41,First-time,Business,Economy,1269,0,0.0,3,3,2,3,3,1,1,5,1,1,3,3,1,3
121883,121884,Male,27,Returning,Personal,Economy,366,0,0.0,4,2,4,2,4,1,1,2,1,1,3,2,1,1
16920,16921,Male,13,Returning,Personal,Business,820,0,0.0,4,1,2,1,5,3,5,5,5,5,5,1,5,2
113577,113578,Male,42,Returning,Business,Business,2053,52,52.0,4,4,5,5,4,5,3,5,2,1,5,4,5,5
16139,16140,Male,30,Returning,Business,Business,1741,0,0.0,3,4,5,4,3,5,4,4,4,4,5,3,4,5
111828,111829,Female,56,Returning,Business,Business,1605,190,206.0,1,3,5,5,1,5,5,4,5,5,5,1,5,4
4290,4291,Female,8,Returning,Personal,Economy,502,0,0.0,3,2,1,2,3,1,3,3,2,2,4,2,2,3
105544,105545,Female,18,Returning,Personal,Economy,611,0,0.0,1,3,4,3,3,4,4,1,4,4,2,2,4,2
56637,56638,Male,39,Returning,Business,Business,1878,0,0.0,4,4,3,5,4,4,4,5,5,4,4,4,4,4
6717,6718,Male,12,Returning,Personal,Economy,438,17,60.0,4,2,5,2,2,3,1,4,1,1,5,2,1,4
9165,9166,Female,29,Returning,Personal,Economy,946,0,0.0,1,5,1,5,3,4,5,4,5,5,3,5,5,3
78053,78054,Female,17,Returning,Personal,Economy,332,12,10.0,5,4,1,4,1,4,3,3,1,1,5,4,1,4
86698,86699,Male,56,Returning,Business,Business,1747,148,128.0,4,4,5,5,4,3,5,3,5,5,5,4,3,5
25642,25643,Female,49,Returning,Personal,Economy,666,12,0.0,2,3,1,3,4,5,3,3,4,5,5,3,5,5
77494,77495,Male,63,Returning,Business,Economy,589,0,0.0,2,5,5,4,2,5,4,2,4,4,3,4,4,1
111883,111884,Male,45,Returning,Business,Business,2671,16,28.0,4,4,1,2,4,3,3,3,3,3,3,3,3,3
107354,107355,Female,52,Returning,Business,Business,1837,0,0.0,1,1,4,4,1,4,3,4,2,5,4,1,4,4
53425,53426,Female,32,Returning,Business,Business,2253,0,26.0,4,5,3,5,4,5,5,5,5,5,4,4,5,4
9965,9966,Female,17,First-time,Business,Economy,534,183,196.0,2,4,4,4,3,3,4,4,4,4,1,4,1,4
25219,25220,Female,61,Returning,Business,Economy,787,0,0.0,2,4,4,3,2,1,3,1,1,5,1,1,1,1
24136,24137,Female,72,Returning,Business,Business,134,0,0.0,5,5,4,4,5,5,4,5,3,3,5,5,5,4
99918,99919,Female,50,Returning,Personal,Business,764,150,134.0,5,2,2,2,1,2,2,5,2,2,5,2,5,5
5847,5848,Male,38,Returning,Business,Business,1020,0,0.0,4,4,3,5,4,3,4,3,4,3,3,4,3,3
118216,118217,Male,58,Returning,Business,Business,735,0,0.0,1,1,5,5,1,2,4,3,3,3,2,1,2,2
79442,79443,Male,17,Returning,Personal,Economy,187,17,11.0,5,2,3,2,1,4,1,3,1,1,4,2,1,5
57501,57502,Female,51,Returning,Personal,Economy,1075,0,0.0,4,4,2,4,3,2,3,4,4,2,2,4,2,2
70762,70763,Female,32,Returning,Business,Business,2620,1,0.0,1,1,3,5,1,5,5,4,5,5,5,1,5,5
55167,55168,Male,51,Returning,Personal,Economy,1379,8,1.0,4,3,3,3,2,3,2,5,2,2,5,3,2,5
32573,32574,Female,53,Returning,Business,Economy,101,0,0.0,4,4,2,3,4,3,4,3,1,5,3,3,3,3
112703,112704,Female,16,Returning,Business,Business,2843,17,26.0,3,2,4,3,3,3,3,5,3,3,4,3,3,3
100890,100891,Male,47,Returning,Business,Economy,377,0,0.0,1,1,3,3,1,4,3,4,3,3,2,3,3,3
109843,109844,Male,29,Returning,Business,Business,971,39,15.0,2,2,1,1,2,1,1,4,1,1,4,1,1,3
9973,9974,Male,14,Returning,Personal,Economy,357,74,73.0,2,5,1,5,3,1,2,1,2,2,3,3,2,2
38165,38166,Female,39,Returning,Personal,Economy,1249,9,0.0,5,2,5,2,3,4,5,5,5,5,4,2,5,4
47675,47676,Male,19,Returning,Personal,Economy,1464,8,8.0,1,2,3,2,1,1,4,4,4,4,1,2,4,1
49977,49978,Female,54,Returning,Business,Economy,308,0,1.0,4,4,4,4,4,2,4,2,2,3,2,2,2,2
104593,104594,Male,35,Returning,Personal,Economy,369,0,0.0,2,3,2,3,4,3,3,3,3,3,4,3,3,3
53059,53060,Male,70,Returning,Personal,Economy,1208,0,0.0,1,3,4,3,4,2,2,4,2,2,3,3,2,4
78817,78818,Male,58,Returning,Personal,Economy,447,0,0.0,5,1,1,1,2,4,4,1,4,4,4,1,4,4
54010,54011,Male,11,Returning,Personal,Business,1091,0,0.0,3,5,2,5,3,2,4,5,4,4,4,5,4,2
33373,33374,Female,51,Returning,Personal,Economy,2355,13,0.0,4,1,1,4,4,4,4,1,2,5,4,1,4,4
92314,92315,Female,59,Returning,Business,Business,2556,0,0.0,4,4,5,3,4,5,5,5,4,3,5,4,5,5
31657,31658,Male,59,Returning,Business,Economy,844,0,0.0,3,3,1,4,3,2,4,2,4,4,3,4,4,4
80955,80956,Female,46,Returning,Business,Business,2942,1,0.0,3,3,4,5,3,5,4,5,5,4,5,3,5,5
1563,1564,Female,62,Returning,Personal,Business,140,0,0.0,4,1,2,5,5,4,4,1,5,4,4,1,4,4
123968,123969,Male,62,First-time,Business,Business,184,125,134.0,4,4,5,5,3,5,5,4,5,4,5,4,4,4
77863,77864,Female,54,Returning,Personal,Economy Plus,731,13,12.0,4,3,4,2,3,1,2,3,5,1,1,2,1,3
119453,119454,Male,40,Returning,Business,Business,3866,17,15.0,2,2,4,4,2,3,4,3,4,4,3,2,3,3
56177,56178,Female,28,Returning,Personal,Economy,1400,0,0.0,4,1,3,1,2,3,5,3,1,1,4,1,1,3
103194,103195,Male,28,Returning,Business,Business,2717,0,0.0,4,4,5,5,4,4,5,1,5,5,3,4,5,3
58404,58405,Male,48,Returning,Business,Business,733,0,0.0,3,3,4,5,3,4,5,4,3,2,4,3,4,4
80576,80577,Male,37,Returning,Business,Economy,247,0,0.0,1,1,3,2,1,4,2,3,2,2,3,2,2,4
72488,72489,Male,39,Returning,Business,Business,1704,0,0.0,4,4,3,3,4,3,2,3,4,1,3,3,3,3
122471,122472,Female,49,Returning,Business,Business,3365,0,0.0,4,4,4,4,4,4,5,4,4,2,4,4,4,4
58291,58292,Male,65,Returning,Personal,Economy,594,6,0.0,3,2,2,2,1,2,4,5,4,4,4,2,4,4
87411,87412,Male,65,Returning,Personal,Economy,425,0,0.0,4,2,5,2,3,3,4,5,4,4,4,2,4,5
15252,15253,Female,34,Returning,Personal,Economy,529,0,0.0,5,1,5,1,1,4,1,2,1,1,2,1,1,4
39899,39900,Female,36,First-time,Business,Economy Plus,221,0,0.0,3,3,5,3,3,1,3,5,3,3,3,3,3,1
45016,45017,Male,43,Returning,Personal,Economy,137,0,0.0,0,0,5,0,3,5,4,2,4,4,4,4,4,5
797,798,Female,48,First-time,Business,Business,309,0,5.0,2,2,4,2,3,1,5,3,5,5,4,2,5,4
19515,19516,Female,22,Returning,Business,Economy Plus,566,5,3.0,3,3,3,3,3,4,2,3,3,3,3,3,3,4
127659,127660,Male,23,First-time,Business,Economy,850,0,19.0,2,2,3,2,1,4,5,5,5,5,4,2,5,5
111283,111284,Female,53,Returning,Personal,Economy,459,0,0.0,5,4,5,5,4,5,4,4,5,5,5,4,5,5
2307,2308,Female,60,Returning,Business,Economy,291,50,43.0,2,2,3,2,2,2,1,2,3,1,2,2,2,2
69161,69162,Male,24,Returning,Business,Economy,187,83,82.0,1,1,4,3,1,2,2,2,2,2,3,2,2,4
23822,23823,Female,65,Returning,Personal,Economy,438,0,0.0,4,2,4,4,3,1,4,2,3,5,1,2,1,1
65486,65487,Female,59,Returning,Personal,Economy,1303,0,0.0,5,3,4,4,3,5,4,3,3,3,5,3,5,5
65323,65324,Male,40,Returning,Business,Business,631,0,0.0,1,2,4,4,1,4,4,4,4,5,4,1,4,4
116649,116650,Female,47,Returning,Business,Economy Plus,296,25,21.0,4,4,2,3,4,2,4,2,2,3,2,2,2,2
84569,84570,Female,58,Returning,Business,Business,2486,0,0.0,2,2,5,5,2,4,4,4,5,5,4,2,4,4
99711,99712,Female,68,Returning,Personal,Economy,667,0,0.0,5,3,3,4,3,1,5,3,4,3,1,3,1,1
12868,12869,Male,56,Returning,Business,Business,456,0,0.0,5,4,4,4,5,4,5,4,5,4,4,5,4,4
57534,57535,Female,33,First-time,Business,Economy,413,4,12.0,4,1,4,1,4,1,5,3,5,5,3,1,5,4
128651,128652,Female,56,Returning,Business,Business,2288,3,8.0,3,3,2,2,3,2,2,2,2,2,2,2,4,2
64294,64295,Male,46,First-time,Business,Business,1158,23,18.0,2,2,4,3,3,4,2,2,2,2,5,3,2,4
55389,55390,Female,31,Returning,Personal,Economy,413,0,0.0,5,4,3,4,1,4,1,2,1,1,5,4,1,5
80456,80457,Female,36,Returning,Business,Business,1299,0,4.0,4,4,3,5,4,5,5,5,3,4,5,4,5,5
91898,91899,Male,52,Returning,Business,Business,2446,0,0.0,1,1,4,3,1,3,4,2,5,2,3,1,3,3
37426,37427,Female,16,First-time,Business,Economy,1097,0,0.0,1,1,4,1,2,4,5,5,2,2,2,1,2,3
21624,21625,Female,35,Returning,Business,Business,3272,0,0.0,3,1,3,3,3,3,3,3,3,4,3,3,3,3
82883,82884,Male,43,Returning,Business,Business,3656,0,0.0,4,4,5,1,4,5,1,5,5,3,5,4,5,5
7488,7489,Male,9,Returning,Business,Business,3612,0,0.0,3,3,1,4,3,3,4,1,4,4,3,4,4,4
78191,78192,Female,21,First-time,Business,Economy,259,0,0.0,4,5,3,5,2,5,2,3,2,2,5,5,2,5
56785,56786,Male,48,Returning,Personal,Economy Plus,937,0,0.0,2,0,3,0,4,3,1,1,1,1,4,0,1,3
126246,126247,Male,38,Returning,Business,Business,3890,0,0.0,1,1,1,1,1,4,4,4,1,2,4,1,4,4
127159,127160,Female,27,Returning,Personal,Economy,651,124,114.0,2,2,2,2,3,1,1,5,1,1,3,2,1,4
93944,93945,Male,41,Returning,Personal,Economy,507,34,29.0,5,2,3,2,2,5,2,4,2,2,5,2,2,5
59944,59945,Male,61,Returning,Business,Business,2868,0,0.0,5,5,1,3,5,2,4,2,4,4,2,2,2,2
74680,74681,Female,70,Returning,Personal,Economy,1171,0,0.0,2,1,1,4,3,1,3,1,1,1,1,1,1,1
25211,25212,Male,40,Returning,Business,Economy,842,0,9.0,1,1,2,4,1,3,4,4,4,4,5,4,4,3
19622,19623,Male,49,Returning,Business,Business,717,7,0.0,2,2,1,3,2,3,3,2,4,4,3,3,3,3
78834,78835,Female,60,Returning,Personal,Economy,447,0,0.0,4,4,3,5,3,4,4,4,4,5,4,4,4,4
4936,4937,Male,24,First-time,Business,Business,268,0,0.0,1,1,2,1,3,4,2,5,2,2,3,1,2,3
86654,86655,Male,25,Returning,Personal,Economy,746,0,0.0,4,1,3,1,3,3,3,4,3,3,5,1,3,5
68737,68738,Female,51,Returning,Business,Business,3855,0,0.0,3,3,3,5,3,4,4,4,3,4,4,3,4,4
89270,89271,Male,49,Returning,Business,Business,3635,166,159.0,5,3,3,3,5,4,3,4,3,4,5,5,5,4
2656,2657,Female,42,Returning,Business,Business,597,0,0.0,1,2,3,4,2,3,4,4,3,3,3,2,3,3
118373,118374,Female,50,Returning,Business,Business,646,65,72.0,5,5,5,5,5,5,4,5,4,5,5,5,5,5
103558,103559,Female,30,Returning,Personal,Economy,738,0,0.0,4,4,3,4,1,3,2,4,2,2,5,4,2,4
91758,91759,Male,59,Returning,Business,Business,3582,0,0.0,4,4,3,4,4,5,4,5,3,3,5,4,5,5
89974,89975,Female,52,Returning,Business,Business,3076,38,32.0,5,5,4,4,5,4,5,4,5,3,4,5,4,4
101018,101019,Male,20,First-time,Business,Economy,467,16,9.0,4,4,3,4,2,1,2,5,5,5,3,4,5,3
12144,12145,Female,56,Returning,Business,Business,1075,0,0.0,4,4,2,3,4,4,3,4,4,1,4,4,4,4
5151,5152,Male,62,Returning,Personal,Economy,622,0,0.0,5,1,4,1,1,2,5,4,5,5,1,1,5,4
79942,79943,Female,25,Returning,Business,Business,3845,3,15.0,5,5,3,2,5,4,2,1,2,2,2,2,2,2
84563,84564,Male,38,Returning,Personal,Economy,2556,0,0.0,1,2,1,2,2,3,3,2,3,3,2,2,3,2
8545,8546,Male,42,Returning,Business,Business,109,9,8.0,5,0,4,5,2,4,5,4,4,5,4,0,4,4
67792,67793,Female,8,First-time,Business,Business,1313,3,0.0,4,4,5,4,1,4,5,5,5,5,5,4,5,4
84327,84328,Female,30,Returning,Business,Business,3498,0,0.0,5,5,2,3,5,4,3,1,3,3,4,3,3,4
33597,33598,Male,22,First-time,Business,Economy,399,0,0.0,0,3,1,3,5,2,1,3,1,1,5,2,1,4
104985,104986,Male,36,Returning,Business,Business,337,0,3.0,1,1,5,4,2,2,4,2,3,2,2,0,2,2
68538,68539,Female,46,Returning,Business,Economy,1013,0,0.0,2,2,1,3,2,4,3,4,1,5,4,4,4,4
98631,98632,Female,50,Returning,Business,Economy,861,0,0.0,5,5,1,3,5,4,4,4,1,2,4,4,4,4
47701,47702,Male,26,Returning,Personal,Economy,1242,15,3.0,2,3,3,3,4,4,3,4,2,2,3,3,2,4
61611,61612,Female,27,First-time,Business,Business,1346,0,4.0,2,2,3,2,2,3,3,3,3,3,4,3,3,4
13421,13422,Male,44,Returning,Business,Economy,409,31,61.0,1,1,2,5,1,5,5,2,5,5,1,5,5,5
32952,32953,Female,58,Returning,Personal,Economy,101,0,0.0,3,3,5,1,1,4,3,3,1,1,4,3,4,4
81613,81614,Female,37,Returning,Personal,Economy,334,0,0.0,4,1,5,1,1,5,5,3,5,5,5,1,5,4
48974,48975,Female,59,Returning,Business,Business,2297,0,0.0,1,1,1,5,1,5,3,5,2,5,5,1,5,3
116756,116757,Female,26,Returning,Personal,Economy Plus,358,0,0.0,4,2,3,2,3,4,5,3,5,5,4,2,5,4
108921,108922,Female,57,Returning,Personal,Economy,1243,29,22.0,5,2,5,4,2,1,4,2,3,2,1,2,1,1
35832,35833,Female,40,Returning,Business,Economy,1023,7,0.0,4,3,3,1,4,3,2,4,2,2,3,2,2,4
22968,22969,Male,25,Returning,Business,Economy,641,203,206.0,3,3,1,1,3,1,1,2,1,1,4,1,2,3
31851,31852,Female,73,Returning,Business,Economy,1140,0,0.0,4,4,5,2,4,5,3,5,2,4,5,5,5,5
94305,94306,Female,54,Returning,Business,Business,496,0,5.0,2,2,4,5,2,4,5,4,3,2,4,2,4,4
7836,7837,Female,45,Returning,Personal,Economy Plus,710,0,0.0,5,1,4,4,4,3,5,1,3,2,3,1,3,3
47055,47056,Male,43,Returning,Business,Economy,639,46,28.0,2,2,2,3,2,2,3,2,3,3,3,3,3,3
65424,65425,Male,49,First-time,Business,Business,2165,56,25.0,2,2,3,2,2,3,1,5,3,3,5,2,3,5
122397,122398,Female,8,Returning,Personal,Economy,529,0,0.0,5,2,3,2,2,3,2,5,2,2,5,2,2,4
56153,56154,Male,29,Returning,Business,Economy,1400,3,0.0,3,3,1,3,3,1,3,5,3,3,3,3,3,4
13816,13817,Male,55,Returning,Business,Business,628,0,0.0,1,1,5,4,1,3,1,3,1,3,3,1,3,3
26223,26224,Male,32,Returning,Personal,Economy,515,22,13.0,4,1,4,1,1,5,5,2,5,5,5,1,5,5
100286,100287,Female,12,First-time,Business,Business,1130,0,0.0,5,4,4,4,3,5,2,3,4,4,4,5,4,5
62245,62246,Male,36,Returning,Personal,Economy,2454,0,0.0,4,3,4,3,3,4,5,5,5,5,5,3,5,5
65771,65772,Male,22,First-time,Business,Business,1389,3,2.0,0,5,3,5,3,3,3,4,3,3,4,5,3,4
27142,27143,Female,40,Returning,Business,Business,2640,0,4.0,1,2,3,3,2,2,3,3,3,3,1,3,1,4
98608,98609,Female,48,Returning,Business,Business,2877,0,0.0,2,2,3,5,2,4,5,4,4,2,4,2,4,4
15614,15615,Male,22,Returning,Personal,Economy,296,95,85.0,3,2,4,2,2,4,2,3,2,2,3,2,2,2
30454,30455,Male,31,Returning,Business,Economy,991,0,0.0,0,0,4,0,3,1,4,3,4,4,2,0,4,3
45973,45974,Male,23,Returning,Business,Economy Plus,872,0,5.0,3,0,1,0,1,5,1,1,1,1,2,0,1,1
71289,71290,Male,64,Returning,Business,Economy Plus,333,0,29.0,2,2,1,2,2,3,2,2,2,2,3,2,2,4
40722,40723,Female,34,First-time,Business,Economy,558,0,0.0,0,4,4,4,1,2,1,2,1,1,1,4,1,5
14392,14393,Female,40,Returning,Business,Business,900,0,0.0,1,1,4,3,1,4,4,4,2,3,4,4,4,4
52375,52376,Male,47,Returning,Personal,Economy,651,0,0.0,5,3,4,3,1,5,5,4,5,5,3,2,5,1
30536,30537,Male,75,Returning,Business,Business,2939,157,183.0,3,3,4,4,3,5,4,3,4,5,4,3,1,5
51594,51595,Female,35,Returning,Business,Economy,370,27,44.0,5,3,3,3,5,4,4,4,4,4,4,4,4,3
78147,78148,Female,46,Returning,Business,Business,3444,16,16.0,5,0,4,5,3,4,4,2,3,3,4,0,4,2
15050,15051,Male,50,Returning,Business,Business,3158,27,23.0,4,4,1,4,4,2,4,2,3,1,2,2,2,2
35995,35996,Female,39,Returning,Personal,Economy Plus,2496,0,0.0,5,3,2,3,1,3,4,5,4,4,2,3,4,5
109634,109635,Male,41,Returning,Business,Business,802,58,58.0,2,1,5,4,2,5,5,5,5,3,5,2,5,5
61119,61120,Female,46,First-time,Business,Business,967,1,0.0,1,1,3,1,4,5,5,5,3,3,4,1,3,5
127284,127285,Female,16,Returning,Personal,Economy,1107,0,15.0,2,2,2,2,4,4,2,5,2,2,4,2,2,3
95593,95594,Female,48,First-time,Business,Business,670,0,0.0,2,2,4,2,5,3,5,2,5,5,5,2,5,4
47657,47658,Male,13,First-time,Business,Economy,715,0,1.0,4,4,5,4,4,3,1,3,5,5,2,4,5,4
75805,75806,Female,42,Returning,Business,Business,2194,0,0.0,1,1,3,5,1,5,5,5,5,3,5,1,5,5
120431,120432,Female,25,First-time,Business,Business,366,0,0.0,5,1,3,1,1,4,3,3,3,3,5,1,3,4
25742,25743,Female,25,First-time,Business,Economy Plus,432,14,21.0,0,4,1,4,3,3,5,2,5,5,2,4,5,3
93522,93523,Male,39,First-time,Business,Business,1315,0,0.0,1,1,5,1,4,4,1,4,1,1,5,1,1,4
74506,74507,Female,35,Returning,Business,Business,1188,0,0.0,4,3,3,2,4,2,1,2,3,1,2,2,2,2
59555,59556,Male,40,Returning,Business,Business,1879,0,0.0,5,5,3,5,5,2,5,2,5,4,2,5,2,2
90542,90543,Female,32,Returning,Business,Business,366,0,0.0,1,1,3,4,1,5,3,2,3,3,4,1,3,4
79880,79881,Male,47,Returning,Business,Business,1076,95,60.0,1,1,3,4,1,2,5,2,4,3,2,1,2,2
11588,11589,Male,51,First-time,Business,Economy,468,125,118.0,2,0,4,0,2,4,5,4,5,5,3,1,5,2
57941,57942,Female,37,Returning,Personal,Economy,837,16,10.0,2,2,1,2,4,4,2,2,2,2,3,2,2,3
126383,126384,Male,37,Returning,Personal,Economy,507,0,18.0,2,3,2,3,4,1,4,2,2,2,4,3,2,3
21288,21289,Female,20,First-time,Business,Economy,526,0,0.0,2,3,1,3,3,2,2,4,2,2,3,2,2,3
15597,15598,Female,54,Returning,Business,Business,2386,20,8.0,5,5,4,2,5,3,2,3,1,1,3,3,3,3
40805,40806,Female,61,Returning,Business,Business,584,0,0.0,1,1,4,2,1,1,1,1,2,2,1,1,1,1
101479,101480,Male,47,Returning,Business,Business,3486,2,0.0,3,3,4,4,3,4,5,4,4,5,4,3,4,4
120860,120861,Female,45,Returning,Business,Business,3652,4,0.0,3,3,5,4,3,4,5,4,3,4,4,3,4,4
46406,46407,Female,61,Returning,Business,Business,458,0,0.0,3,3,3,1,3,4,4,4,5,5,4,3,4,4
31982,31983,Male,19,First-time,Business,Economy,163,0,0.0,0,3,4,3,5,3,3,5,5,5,5,3,5,4
113437,113438,Female,41,Returning,Business,Business,386,2,2.0,5,5,4,5,5,4,4,4,5,3,4,5,4,4
63923,63924,Male,59,Returning,Personal,Economy,1172,0,8.0,4,3,3,3,2,4,2,5,2,2,4,3,2,5
99572,99573,Male,39,Returning,Business,Business,2863,0,34.0,3,5,2,4,5,3,3,3,2,5,3,3,3,3
6995,6996,Female,53,Returning,Business,Economy,299,109,110.0,5,5,2,4,5,3,3,3,1,4,3,3,3,3
71347,71348,Female,28,Returning,Personal,Economy,1514,0,0.0,4,1,3,1,2,4,1,2,1,1,4,1,1,5
36506,36507,Male,44,Returning,Business,Business,2619,0,0.0,2,2,5,2,2,5,1,5,4,2,5,2,5,5
40096,40097,Female,40,Returning,Business,Business,3193,3,0.0,3,3,4,3,3,5,1,5,1,1,5,3,5,5
112821,112822,Male,33,First-time,Business,Business,715,34,18.0,3,3,5,3,4,3,1,2,4,4,4,3,4,4
118132,118133,Female,29,Returning,Business,Economy,1488,7,0.0,3,3,1,2,3,1,2,3,2,2,3,2,2,4
518,519,Female,34,Returning,Business,Business,396,0,0.0,2,2,3,5,2,5,4,5,4,5,5,2,5,5
104471,104472,Female,22,First-time,Business,Economy,1015,7,1.0,1,1,4,1,5,5,2,3,4,4,5,1,4,4
99791,99792,Male,31,Returning,Business,Business,2469,0,0.0,1,4,5,5,1,5,5,2,5,5,5,1,5,4
98008,98009,Female,58,Returning,Business,Business,2390,183,185.0,2,2,4,4,2,5,4,5,4,4,3,2,4,4
12101,12102,Male,33,Returning,Business,Economy,1034,21,7.0,0,0,1,0,2,4,2,3,2,2,4,0,2,3
55983,55984,Male,54,Returning,Business,Business,1620,15,2.0,3,3,4,5,3,4,4,4,4,3,4,3,4,4
65903,65904,Female,27,First-time,Business,Business,569,0,0.0,1,1,4,1,4,3,1,4,1,1,4,1,1,5
71368,71369,Male,59,Returning,Business,Business,2530,0,0.0,5,5,4,5,5,5,4,5,4,2,5,5,5,5
98254,98255,Female,37,Returning,Business,Economy,1072,0,0.0,5,5,4,1,5,4,1,3,1,1,3,1,1,4
86071,86072,Female,41,Returning,Personal,Economy Plus,554,0,0.0,4,3,4,5,3,5,5,3,3,2,5,3,5,5
110535,110536,Female,29,First-time,Business,Business,674,0,0.0,4,4,3,4,4,5,5,2,5,5,5,4,5,5
121201,121202,Female,26,First-time,Business,Economy Plus,2402,0,19.0,2,2,2,2,4,2,2,4,2,2,2,2,3,3
110834,110835,Male,55,Returning,Personal,Economy Plus,1105,0,1.0,1,3,1,3,4,1,3,4,3,3,3,2,3,3
77523,77524,Female,58,Returning,Business,Business,2025,0,0.0,3,3,3,5,3,4,4,4,3,5,4,3,4,4
70687,70688,Female,26,Returning,Personal,Economy,447,18,14.0,4,5,5,5,4,5,4,4,4,4,5,1,4,5
12343,12344,Female,36,First-time,Business,Economy,253,0,0.0,0,2,4,2,2,2,2,3,2,2,4,2,2,4
115780,115781,Male,39,First-time,Business,Economy,325,0,7.0,4,3,3,3,3,4,3,2,3,3,4,3,3,3
111361,111362,Female,54,Returning,Business,Business,1741,10,0.0,1,1,4,5,1,4,5,4,4,4,4,1,4,4
116944,116945,Female,36,Returning,Business,Business,3179,11,7.0,2,2,3,5,2,4,5,4,5,3,4,2,4,4
93054,93055,Female,43,Returning,Business,Business,297,10,0.0,1,2,3,5,1,5,5,5,3,5,5,1,5,5
45841,45842,Female,32,Returning,Personal,Economy,391,0,0.0,5,3,4,3,5,3,3,4,3,3,4,3,3,4
107752,107753,Female,30,Returning,Personal,Economy,405,23,28.0,5,2,5,2,4,3,1,5,1,1,4,2,1,4
26424,26425,Male,52,Returning,Business,Economy,787,11,1.0,5,5,1,4,5,2,4,2,4,4,3,4,4,2
40491,40492,Male,18,Returning,Personal,Economy,175,0,0.0,4,0,2,0,3,3,2,3,5,5,3,3,5,4
105654,105655,Female,20,First-time,Business,Economy,919,3,18.0,2,2,5,2,3,3,1,4,1,1,4,1,1,4
89492,89493,Female,30,First-time,Business,Business,1931,0,0.0,1,1,3,1,3,4,1,4,1,1,5,1,1,5
38763,38764,Male,36,Returning,Business,Business,3236,23,21.0,4,4,2,2,4,4,2,4,2,2,4,4,4,4
69326,69327,Female,54,Returning,Business,Business,3540,68,41.0,2,2,3,4,2,4,5,4,4,4,4,2,4,4
